Test Details
Pipette,p300_single_gen3,model
Pressure Sensor,sensor_revA2,model
Reservoir,usascientific_12_reservoir_22ml,Labware
Z Distance,20,mm
Plunger Distance,20,mm
speed,1,mm/s
Tiprack,Opentrons 96 Tip Rack 300 µL on 4,Labware
C_threshold,1.4,
11-11-21_22:09_PM
""
Time,Capacitance Offset,Capacitance,Z_height(mm),Plunger_dist(mm),Dial Indicator(mm),Trial,Phase,Error
0.2957087690010667,,1.646,162.178,19.5,-0.001,0,trial 1,
0.29954595598974265,,1.646,162.178,19.5,-0.001,0,trial 1,
0.30345683998893946,,1.646,162.178,19.5,-0.001,0,trial 1,
0.3072536629915703,,1.646,162.178,19.5,-0.001,0,trial 1,
0.31093850897741504,,1.646,162.178,19.5,-0.001,0,trial 1,
0.31432476398185827,,1.646,162.178,19.5,-0.001,0,trial 1,
0.31766602100105956,,1.646,162.178,19.5,-0.001,0,trial 1,
0.32089826799347065,,1.646,162.178,19.5,-0.001,0,trial 1,
0.324795558990445,,1.646,162.178,19.5,-0.001,0,trial 1,
0.32865540200145915,,1.646,162.178,19.5,-0.001,0,trial 1,
0.3325726399780251,,1.646,162.178,19.5,-0.001,0,trial 1,
0.33644050400471315,,1.646,162.178,19.5,-0.001,0,trial 1,
0.3401302449929062,,1.646,162.178,19.5,-0.001,0,trial 1,
0.3435200940002687,,1.646,162.178,19.5,-0.001,0,trial 1,
0.34824851900339127,,1.646,162.178,19.5,-0.001,0,trial 1,
0.3535609469981864,,1.646,162.178,19.5,-0.001,0,trial 1,
0.35752235099789687,,1.646,162.178,19.5,-0.001,0,trial 1,
0.36153062898665667,,1.646,162.178,19.5,-0.001,0,trial 1,
0.365542032988742,,1.646,162.178,19.5,-0.001,0,trial 1,
0.3695342179853469,,1.646,162.178,19.5,-0.001,0,trial 1,
0.3735713499772828,,1.646,162.178,19.5,-0.001,0,trial 1,
0.3776335860020481,,1.646,162.178,19.5,-0.001,0,trial 1,
0.3814362419943791,,1.646,162.178,19.5,-0.001,0,trial 1,
0.38514014999964274,,1.646,162.178,19.5,-0.001,0,trial 1,
0.38866218499606475,,1.646,162.178,19.5,-0.001,0,trial 1,
0.39315238400013186,,1.646,162.178,19.5,-0.001,0,trial 1,
0.396517129993299,,1.646,162.178,19.5,-0.001,0,trial 1,
0.40125472098588943,,1.646,162.178,19.5,-0.001,0,trial 1,
0.4046755599847529,,1.646,162.178,19.5,-0.001,0,trial 1,
0.40818551200209185,,1.646,162.178,19.5,-0.001,0,trial 1,
0.4132255470030941,,1.646,162.178,19.5,-0.001,0,trial 1,
0.41684612300014123,,1.646,162.178,19.5,-0.001,0,trial 1,
0.42022805599845015,,1.646,162.178,19.5,-0.001,0,trial 1,
0.42468544299481437,,1.646,162.178,19.5,-0.001,0,trial 1,
0.428052792995004,,1.646,162.178,19.5,-0.001,0,trial 1,
0.4330430369882379,,1.843,162.178,19.5,-0.001,0,trial 1,
0.4363862719910685,,1.843,162.178,19.5,-0.001,0,trial 1,
0.4408447530004196,,1.843,162.178,19.5,-0.001,0,trial 1,
0.4439597619930282,,1.843,162.178,19.5,-0.001,0,trial 1,
0.4477881999919191,,1.843,162.178,19.5,-0.001,0,trial 1,
0.4518053319770843,,1.843,162.178,19.5,-0.001,0,trial 1,
0.4556682999827899,,1.843,162.178,19.5,-0.001,0,trial 1,
0.4595593409903813,,1.843,162.178,19.5,-0.001,0,trial 1,
0.463440745981643,,1.843,162.178,19.5,-0.001,0,trial 1,
0.4672288709843997,,1.843,162.178,19.5,-0.001,0,trial 1,
0.4707875729945954,,1.843,162.178,19.5,-0.001,0,trial 1,
0.4742977329879068,,1.843,162.178,19.5,-0.001,0,trial 1,
0.47882027499144897,,1.843,162.178,19.5,-0.001,0,trial 1,
0.48203715798445046,,1.843,162.178,19.5,-0.001,0,trial 1,
0.4860631449846551,,1.843,162.178,19.5,-0.001,0,trial 1,
0.49025105699547566,,1.843,162.178,19.5,-0.001,0,trial 1,
0.494536830985453,,1.843,162.178,19.5,-0.001,0,trial 1,
0.4989949470036663,,1.843,162.178,19.5,-0.001,0,trial 1,
0.5022310490021482,,1.843,162.178,19.5,-0.001,0,trial 1,
0.5065210419998039,,1.843,162.178,19.5,-0.001,0,trial 1,
0.5109636379929725,,1.843,162.178,19.5,-0.001,0,trial 1,
0.5140772929880768,,1.843,162.178,19.5,-0.001,0,trial 1,
0.5182205699966289,,1.843,162.178,19.5,-0.001,0,trial 1,
0.5226652489800472,,1.843,162.178,19.5,-0.001,0,trial 1,
0.5259894740011077,,1.843,162.178,19.5,-0.001,0,trial 1,
0.5298114529869054,,1.843,162.178,19.5,-0.001,0,trial 1,
0.5338357209984679,,1.843,162.178,19.5,-0.001,0,trial 1,
0.5376565539918374,,1.843,162.178,19.5,-0.001,0,trial 1,
0.5415260849986225,,1.843,162.178,19.5,-0.001,0,trial 1,
0.5452301490004174,,2.514,162.178,19.5,-0.001,0,trial 1,
0.548815360001754,,2.514,162.178,19.5,-0.001,0,trial 1,
0.5529565009928774,,2.514,162.178,19.5,-0.001,0,trial 1,
0.5566272839787416,,2.514,162.178,19.5,-0.001,0,trial 1,
0.560483116976684,,2.514,162.178,19.5,-0.001,0,trial 1,
0.5643108249932993,,2.514,162.178,19.5,-0.001,0,trial 1,
0.5679957749962341,,2.514,162.178,19.5,-0.001,0,trial 1,
0.5716920779959764,,2.514,162.178,19.5,-0.001,0,trial 1,
0.5750564589980058,,2.514,162.178,19.5,-0.001,0,trial 1,
0.5794502009812277,,2.514,162.178,19.5,-0.001,0,trial 1,
0.5843232079932932,,2.514,162.178,19.5,-0.001,0,trial 1,
0.5881478429946583,,2.514,162.178,19.5,-0.001,0,trial 1,
0.5917089399881661,,2.514,162.178,19.5,-0.001,0,trial 1,
0.5951168100000359,,2.514,162.178,19.5,-0.001,0,trial 1,
0.5995646659866907,,2.514,162.178,19.5,-0.001,0,trial 1,
0.6030378479917999,,2.514,162.178,19.5,-0.001,0,trial 1,
0.6068404520046897,,2.514,162.178,19.5,-0.001,0,trial 1,
0.6108525839808863,,2.514,162.178,19.5,-0.001,0,trial 1,
0.6148246660013683,,2.514,162.178,19.5,-0.001,0,trial 1,
0.6186883109912742,,2.514,162.178,19.5,-0.001,0,trial 1,
0.6231698640040122,,2.514,162.178,19.5,-0.001,0,trial 1,
0.6276359490002505,,2.514,162.178,19.5,-0.001,0,trial 1,
0.6335294099990278,,2.514,162.178,19.5,-0.001,0,trial 1,
0.6386827770038508,,2.514,162.178,19.5,-0.001,0,trial 1,
0.6429379269829951,,2.447,162.178,19.5,-0.001,0,trial 1,
0.6465778769925237,,2.447,162.178,19.5,-0.001,0,trial 1,
0.6509723999770358,,2.447,162.178,19.5,-0.001,0,trial 1,
0.6553388509782963,,2.447,162.178,19.5,-0.001,0,trial 1,
0.659223224996822,,2.447,162.178,19.5,-0.001,0,trial 1,
0.6640915439929813,,2.447,162.178,19.5,-0.001,0,trial 1,
0.6681574779795483,,2.447,162.178,19.5,-0.001,0,trial 1,
0.6722779419797007,,2.447,162.178,19.5,-0.001,0,trial 1,
0.6762919499888085,,2.447,162.178,19.5,-0.001,0,trial 1,
0.6812328200030606,,2.447,162.178,19.5,-0.001,0,trial 1,
0.6861654089880176,,2.447,162.178,19.5,-0.001,0,trial 1,
0.6895464559784159,,2.447,162.178,19.5,-0.001,0,trial 1,
0.6942049859790131,,2.447,162.178,19.5,-0.001,0,trial 1,
0.6976051999954507,,2.447,162.178,19.5,-0.001,0,trial 1,
0.7012302029761486,,2.447,162.178,19.5,-0.001,0,trial 1,
0.7057179539988283,,2.447,162.178,19.5,-0.001,0,trial 1,
0.7089233269798569,,2.447,162.178,19.5,-0.001,0,trial 1,
0.7128195760014933,,2.447,162.178,19.5,-0.001,0,trial 1,
0.7168557179975323,,2.447,162.178,19.5,-0.001,0,trial 1,
0.720848840981489,,2.447,162.178,19.5,-0.001,0,trial 1,
0.724861285998486,,2.447,162.178,19.5,-0.001,0,trial 1,
0.7289025329810102,,2.447,162.178,19.5,-0.001,0,trial 1,
0.7330606009927578,,2.447,162.178,19.5,-0.001,0,trial 1,
0.7371494509861805,,2.447,162.178,19.5,-0.001,0,trial 1,
0.7413301749911625,,2.447,162.178,19.5,-0.001,0,trial 1,
0.7457603229850065,,1.974,162.178,19.5,-0.001,0,trial 1,
0.7499495369847864,,1.974,162.178,19.5,-0.001,0,trial 1,
0.7539324509853031,,1.974,162.178,19.5,-0.001,0,trial 1,
0.7578192209766712,,1.974,162.178,19.5,-0.001,0,trial 1,
0.7617845829809085,,1.974,162.178,19.5,-0.001,0,trial 1,
0.7657790079829283,,1.974,162.178,19.5,-0.001,0,trial 1,
0.769687599997269,,1.974,162.178,19.5,-0.001,0,trial 1,
0.7736122859932948,,1.974,162.178,19.5,-0.001,0,trial 1,
0.7774140569963492,,1.974,162.178,19.5,-0.001,0,trial 1,
0.7813080140040256,,1.974,162.178,19.5,-0.001,0,trial 1,
0.7846961969917174,,1.974,162.178,19.5,-0.001,0,trial 1,
0.7879295899765566,,1.974,162.178,19.5,-0.001,0,trial 1,
0.7931084779847879,,1.974,162.178,19.5,-0.001,0,trial 1,
0.7973927419807296,,1.974,162.178,19.5,-0.001,0,trial 1,
0.8021622599917464,,1.974,162.178,19.5,-0.001,0,trial 1,
0.8065231899963692,,1.974,162.178,19.5,-0.001,0,trial 1,
0.8113191140000708,,1.974,162.178,19.5,-0.001,0,trial 1,
0.8146984949999023,,1.974,162.178,19.5,-0.001,0,trial 1,
0.8179230339883361,,1.974,162.178,19.5,-0.001,0,trial 1,
0.8230858279857785,,1.974,162.178,19.5,-0.001,0,trial 1,
0.8273896759783383,,1.974,162.178,19.5,-0.001,0,trial 1,
0.8321791409980506,,1.974,162.178,19.5,-0.001,0,trial 1,
0.8366511639906093,,1.974,162.178,19.5,-0.001,0,trial 1,
0.8413517759763636,,2.481,162.178,19.5,-0.001,0,trial 1,
0.8448623009899165,,2.481,162.178,19.5,-0.001,0,trial 1,
0.848109027981991,,2.481,162.178,19.5,-0.001,0,trial 1,
0.8519355379976332,,2.481,162.178,19.5,-0.001,0,trial 1,
0.855856890004361,,2.481,162.178,19.5,-0.001,0,trial 1,
0.8598143359995447,,2.481,162.178,19.5,-0.001,0,trial 1,
0.8637398559949361,,2.481,162.178,19.5,-0.001,0,trial 1,
0.8675461059901863,,2.481,162.178,19.5,-0.001,0,trial 1,
0.8714116259943694,,2.481,162.178,19.5,-0.001,0,trial 1,
0.874952515005134,,2.481,162.178,19.5,-0.001,0,trial 1,
0.8781891370017547,,2.481,162.178,19.5,-0.001,0,trial 1,
0.8824867869843729,,2.481,162.178,19.5,-0.001,0,trial 1,
0.8870868799858727,,2.481,162.178,19.5,-0.001,0,trial 1,
0.8903333979833405,,2.481,162.178,19.5,-0.001,0,trial 1,
0.8947946389962453,,2.481,162.178,19.5,-0.001,0,trial 1,
0.8980419389845338,,2.481,162.178,19.5,-0.001,0,trial 1,
0.9019068859925028,,2.481,162.178,19.5,-0.001,0,trial 1,
0.9058081349940039,,2.481,162.178,19.5,-0.001,0,trial 1,
0.9096552690025419,,2.481,162.178,19.5,-0.001,0,trial 1,
0.9135666739894077,,2.481,162.178,19.5,-0.001,0,trial 1,
0.9173645389964804,,2.481,162.178,19.5,-0.001,0,trial 1,
0.9213947439857293,,2.481,162.178,19.5,-0.001,0,trial 1,
0.9249452689837199,,2.481,162.178,19.5,-0.001,0,trial 1,
0.9281856409797911,,2.481,162.178,19.5,-0.001,0,trial 1,
0.9324824049836025,,2.481,162.178,19.5,-0.001,0,trial 1,
0.9372570269915741,,2.481,162.178,19.5,-0.001,0,trial 1,
0.9425335179839749,,2.753,162.178,19.5,-0.001,0,trial 1,
0.946385808987543,,2.753,162.178,19.5,-0.001,0,trial 1,
0.9500656540039927,,2.753,162.178,19.5,-0.001,0,trial 1,
0.9534684199898038,,2.753,162.178,19.5,-0.001,0,trial 1,
0.9568468639918137,,2.753,162.178,19.5,-0.001,0,trial 1,
0.961177481978666,,2.753,162.178,19.5,-0.001,0,trial 1,
0.965651534992503,,2.753,162.178,19.5,-0.001,0,trial 1,
0.9690434679796454,,2.753,162.178,19.5,-0.001,0,trial 1,
0.973274659976596,,2.753,162.178,19.5,-0.001,0,trial 1,
0.9776800679974258,,2.753,162.178,19.5,-0.001,0,trial 1,
0.9809138260025065,,2.753,162.178,19.5,-0.001,0,trial 1,
0.9848072629829403,,2.753,162.178,19.5,-0.001,0,trial 1,
0.9888912689930294,,2.753,162.178,19.5,-0.001,0,trial 1,
0.9928452780004591,,2.753,162.178,19.5,-0.001,0,trial 1,
0.9968470979947597,,2.753,162.178,19.5,-0.001,0,trial 1,
1.0007267319888342,,2.753,162.178,19.5,-0.001,0,trial 1,
1.0045816799975,,2.753,162.178,19.5,-0.001,0,trial 1,
1.0085522499866784,,2.753,162.178,19.5,-0.001,0,trial 1,
1.012348864984233,,2.753,162.178,19.5,-0.001,0,trial 1,
1.0160094399761874,,2.753,162.178,19.5,-0.001,0,trial 1,
1.0194549139996525,,2.753,162.178,19.5,-0.001,0,trial 1,
1.0242609939887188,,2.753,162.178,19.5,-0.001,0,trial 1,
1.0279460999881849,,2.753,162.178,19.5,-0.001,0,trial 1,
1.032035262993304,,2.753,162.178,19.5,-0.001,0,trial 1,
1.0354273519769777,,2.753,162.178,19.5,-0.001,0,trial 1,
1.0403050969762262,,2.753,162.178,19.5,-0.001,0,trial 1,
1.044001036992995,,1.505,162.178,19.5,-0.001,0,trial 1,
1.0475380719872192,,1.505,162.178,19.5,-0.001,0,trial 1,
1.0521426959894598,,1.505,162.178,19.5,-0.001,0,trial 1,
1.0558108749974053,,1.505,162.178,19.5,-0.001,0,trial 1,
1.0590573409863282,,1.505,162.178,19.5,-0.001,0,trial 1,
1.0634313960035797,,1.505,162.178,19.5,-0.001,0,trial 1,
1.06800065599964,,1.505,162.178,19.5,-0.001,0,trial 1,
1.0712170189945027,,1.505,162.178,19.5,-0.001,0,trial 1,
1.0755351370025892,,1.505,162.178,19.5,-0.001,0,trial 1,
1.0801394489826635,,1.505,162.178,19.5,-0.001,0,trial 1,
1.0835841409862041,,1.505,162.178,19.5,-0.001,0,trial 1,
1.0869413869804703,,1.505,162.178,19.5,-0.001,0,trial 1,
1.0908371149853338,,1.505,162.178,19.5,-0.001,0,trial 1,
1.09486185098649,,1.505,162.178,19.5,-0.001,0,trial 1,
1.0988393489969894,,1.505,162.178,19.5,-0.001,0,trial 1,
1.1026877340045758,,1.505,162.178,19.5,-0.001,0,trial 1,
1.1065454419876914,,1.505,162.178,19.5,-0.001,0,trial 1,
1.1103608580015134,,1.505,162.178,19.5,-0.001,0,trial 1,
1.1139371109893546,,1.505,162.178,19.5,-0.001,0,trial 1,
1.1173100860032719,,1.505,162.178,19.5,-0.001,0,trial 1,
1.1208353499823716,,1.505,162.178,19.5,-0.001,0,trial 1,
1.1239810889819637,,1.505,162.178,19.5,-0.001,0,trial 1,
1.127801869995892,,1.505,162.178,19.5,-0.001,0,trial 1,
1.1317840550036635,,1.505,162.178,19.5,-0.001,0,trial 1,
1.1357789479952771,,1.505,162.178,19.5,-0.001,0,trial 1,
1.139673061989015,,1.505,162.178,19.5,-0.001,0,trial 1,
1.1435943099786527,,2.044,162.178,19.5,-0.001,0,trial 1,
1.1477203469839878,,2.044,162.178,19.5,-0.001,0,trial 1,
1.1513463399896864,,2.044,162.178,19.5,-0.001,0,trial 1,
1.1548530619766098,,2.044,162.178,19.5,-0.001,0,trial 1,
1.1582325999916065,,2.044,162.178,19.5,-0.001,0,trial 1,
1.1623746779805515,,2.044,162.178,19.5,-0.001,0,trial 1,
1.165941347979242,,2.044,162.178,19.5,-0.001,0,trial 1,
1.1698146289854776,,2.044,162.178,19.5,-0.001,0,trial 1,
1.1738239489786793,,2.044,162.178,19.5,-0.001,0,trial 1,
1.1778348840016406,,2.044,162.178,19.5,-0.001,0,trial 1,
1.1824215919768903,,2.044,162.178,19.5,-0.001,0,trial 1,
1.187169182987418,,2.044,162.178,19.5,-0.001,0,trial 1,
1.1923083839938045,,2.044,162.178,19.5,-0.001,0,trial 1,
1.1972597219864838,,2.044,162.178,19.5,-0.001,0,trial 1,
1.202038718998665,,2.044,162.178,19.5,-0.001,0,trial 1,
1.2061269449768588,,2.044,162.178,19.5,-0.001,0,trial 1,
1.2106040709768422,,2.044,162.178,19.5,-0.001,0,trial 1,
1.2153785889968276,,2.044,162.178,19.5,-0.001,0,trial 1,
1.2197355609969236,,2.044,162.178,19.5,-0.001,0,trial 1,
1.2241391459829174,,2.044,162.178,19.5,-0.001,0,trial 1,
1.2298162039951421,,2.044,162.178,19.5,-0.001,0,trial 1,
1.2331881889840588,,2.044,162.178,19.5,-0.001,0,trial 1,
1.2377500019792933,,2.044,162.178,19.5,-0.001,0,trial 1,
1.2412049550039228,,1.263,162.178,19.5,-0.001,0,trial 1,
1.2448620919894893,,1.263,162.178,19.5,-0.001,0,trial 1,
1.2500076470023487,,1.263,162.178,19.5,-0.001,0,trial 1,
1.2545799799845554,,1.263,162.178,19.5,-0.001,0,trial 1,
1.258461436984362,,1.263,162.178,19.5,-0.001,0,trial 1,
1.262093522993382,,1.263,162.178,19.5,-0.001,0,trial 1,
1.2668531980016269,,1.263,162.178,19.5,-0.001,0,trial 1,
1.2718344320019241,,1.263,162.178,19.5,-0.001,0,trial 1,
1.2756587539915927,,1.263,162.178,19.5,-0.001,0,trial 1,
1.2791956849978305,,1.263,162.178,19.5,-0.001,0,trial 1,
1.2838342679897323,,1.263,162.178,19.5,-0.001,0,trial 1,
1.2871923469938338,,1.263,162.178,19.5,-0.001,0,trial 1,
1.2920092080021277,,1.263,162.178,19.5,-0.001,0,trial 1,
1.2958234259858727,,1.263,162.178,19.5,-0.001,0,trial 1,
1.2994853559939656,,1.263,162.178,19.5,-0.001,0,trial 1,
1.304417110979557,,1.263,162.178,19.5,-0.001,0,trial 1,
1.308343723998405,,1.263,162.178,19.5,-0.001,0,trial 1,
1.3122842949815094,,1.263,162.178,19.5,-0.001,0,trial 1,
1.31679491099203,,1.263,162.178,19.5,-0.001,0,trial 1,
1.3220040579908527,,1.263,162.178,19.5,-0.001,0,trial 1,
1.3259943159937393,,1.263,162.178,19.5,-0.001,0,trial 1,
1.3299290539871436,,1.263,162.178,19.5,-0.001,0,trial 1,
1.334205088991439,,1.263,162.178,19.5,-0.001,0,trial 1,
1.338378833985189,,1.263,162.178,19.5,-0.001,0,trial 1,
1.343540273985127,,1.584,162.178,19.5,-0.001,0,trial 1,
1.3481636999931652,,1.584,162.178,19.5,-0.001,0,trial 1,
1.3522827069973573,,1.584,162.178,19.5,-0.001,0,trial 1,
1.3564468679833226,,1.584,162.178,19.5,-0.001,0,trial 1,
1.3612422189908102,,1.584,162.178,19.5,-0.001,0,trial 1,
1.3656915339815896,,1.584,162.178,19.5,-0.001,0,trial 1,
1.370344959985232,,1.584,162.178,19.5,-0.001,0,trial 1,
1.3738925670040771,,1.584,162.178,19.5,-0.001,0,trial 1,
1.3770855969924014,,1.584,162.178,19.5,-0.001,0,trial 1,
1.3810894999769516,,1.584,162.178,19.5,-0.001,0,trial 1,
1.3854000139981508,,1.584,162.178,19.5,-0.001,0,trial 1,
1.3903370299958624,,1.584,162.178,19.5,-0.001,0,trial 1,
1.393882553995354,,1.584,162.178,19.5,-0.001,0,trial 1,
1.3970937599951867,,1.584,162.178,19.5,-0.001,0,trial 1,
1.401110892998986,,1.584,162.178,19.5,-0.001,0,trial 1,
1.4056353099877015,,1.584,162.178,19.5,-0.001,0,trial 1,
1.410676022991538,,1.584,162.178,19.5,-0.001,0,trial 1,
1.4143976380000822,,1.584,162.178,19.5,-0.001,0,trial 1,
1.4194671000004746,,1.584,162.178,19.5,-0.001,0,trial 1,
1.4238164160051383,,1.584,162.178,19.5,-0.001,0,trial 1,
1.4277564660005737,,1.584,162.178,19.5,-0.001,0,trial 1,
1.4373541469976772,,1.584,162.178,19.5,-0.001,0,trial 1,
1.4456587729800958,,2.155,162.178,19.5,-0.001,0,trial 1,
1.4595576979918405,,2.155,162.178,19.5,-0.001,0,trial 1,
1.4631910339812748,,2.155,162.178,19.5,-0.001,0,trial 1,
1.4674999330018181,,2.155,162.178,19.5,-0.001,0,trial 1,
1.4740023959893733,,2.155,162.178,19.5,-0.001,0,trial 1,
1.4788810279860627,,2.155,162.178,19.5,-0.001,0,trial 1,
1.4845626169990283,,2.155,162.178,19.5,-0.001,0,trial 1,
1.4932385399879422,,2.155,162.178,19.5,-0.001,0,trial 1,
1.4988146609975956,,2.155,162.178,19.5,-0.001,0,trial 1,
1.5028478349850047,,2.155,162.178,19.5,-0.001,0,trial 1,
1.5128399899986107,,2.155,162.178,19.5,-0.001,0,trial 1,
1.5172056079900358,,2.155,162.178,19.5,-0.001,0,trial 1,
1.521377216995461,,2.155,162.178,19.5,-0.001,0,trial 1,
1.526076631998876,,2.155,162.178,19.5,-0.001,0,trial 1,
1.5328454459959175,,2.155,162.178,19.5,-0.001,0,trial 1,
1.5379521469876636,,2.155,162.178,19.5,-0.001,0,trial 1,
1.5418595929804724,,1.568,162.178,19.5,-0.001,0,trial 1,
1.5458598510012962,,1.568,162.178,19.5,-0.001,0,trial 1,
1.5497122989909258,,1.568,162.178,19.5,-0.001,0,trial 1,
1.5536738589871675,,1.568,162.178,19.5,-0.001,0,trial 1,
1.557495838002069,,1.568,162.178,19.5,-0.001,0,trial 1,
1.5615827089932282,,1.568,162.178,19.5,-0.001,0,trial 1,
1.5668166999821551,,1.568,162.178,19.5,-0.001,0,trial 1,
1.5725167779892217,,1.568,162.178,19.5,-0.001,0,trial 1,
1.5774096800014377,,1.568,162.178,19.5,-0.001,0,trial 1,
1.5828156999778003,,1.568,162.178,19.5,-0.001,0,trial 1,
1.5883538009948097,,1.568,162.178,19.5,-0.001,0,trial 1,
1.5930573829973582,,1.568,162.178,19.5,-0.001,0,trial 1,
1.5979153889929876,,1.568,162.178,19.5,-0.001,0,trial 1,
1.6038846309820656,,1.568,162.178,19.5,-0.001,0,trial 1,
1.6102310539863538,,1.568,162.178,19.5,-0.001,0,trial 1,
1.6158481649763416,,1.568,162.178,19.5,-0.001,0,trial 1,
1.621394807996694,,1.568,162.178,19.5,-0.001,0,trial 1,
1.6264591660001315,,1.568,162.178,19.5,-0.001,0,trial 1,
1.6318554979807232,,1.568,162.178,19.5,-0.001,0,trial 1,
1.6377161470009014,,1.568,162.178,19.5,-0.001,0,trial 1,
1.6433720600034576,,2.712,162.178,19.5,-0.001,0,trial 1,
1.648363240994513,,2.712,162.178,19.5,-0.001,0,trial 1,
1.6537665009964257,,2.712,162.178,19.5,-0.001,0,trial 1,
1.6580945669848006,,2.712,162.178,19.5,-0.001,0,trial 1,
1.6628543449915014,,2.712,162.178,19.5,-0.001,0,trial 1,
1.6673992830037605,,2.712,162.178,19.5,-0.001,0,trial 1,
1.6723502569948323,,2.712,162.178,19.5,-0.001,0,trial 1,
1.6777308610035107,,2.712,162.178,19.5,-0.001,0,trial 1,
1.6845287359901704,,2.712,162.178,19.5,-0.001,0,trial 1,
1.6890147169760894,,2.712,162.178,19.5,-0.001,0,trial 1,
1.6936721529928036,,2.712,162.178,19.5,-0.001,0,trial 1,
1.6981253729900345,,2.712,162.178,19.5,-0.001,0,trial 1,
1.7045410669816192,,2.712,162.178,19.5,-0.001,0,trial 1,
1.7115629499894567,,2.712,162.178,19.5,-0.001,0,trial 1,
1.7161829909891821,,2.712,162.178,19.5,-0.001,0,trial 1,
1.721362242999021,,2.712,162.178,19.5,-0.001,0,trial 1,
1.7252061489853077,,2.712,162.178,19.5,-0.001,0,trial 1,
1.7288527140044607,,2.712,162.178,19.5,-0.001,0,trial 1,
1.7325015179812908,,2.712,162.178,19.5,-0.001,0,trial 1,
1.7371073399845045,,2.712,162.178,19.5,-0.001,0,trial 1,
1.7408926009957213,,1.665,162.178,19.5,-0.001,0,trial 1,
1.7442756279779132,,1.665,162.178,19.5,-0.001,0,trial 1,
1.749712427990744,,1.665,162.178,19.5,-0.001,0,trial 1,
1.7538703399768565,,1.665,162.178,19.5,-0.001,0,trial 1,
1.758136688004015,,1.665,162.178,19.5,-0.001,0,trial 1,
1.7619942919991445,,1.665,162.178,19.5,-0.001,0,trial 1,
1.7668006839812733,,1.665,162.178,19.5,-0.001,0,trial 1,
1.7713074460043572,,1.665,162.178,19.5,-0.001,0,trial 1,
1.7758999349898659,,1.665,162.178,19.5,-0.001,0,trial 1,
1.7820133409986738,,1.665,162.178,19.5,-0.001,0,trial 1,
1.785963025991805,,1.665,162.178,19.5,-0.001,0,trial 1,
1.7905331199872307,,1.665,162.178,19.5,-0.001,0,trial 1,
1.7945356179843657,,1.665,162.178,19.5,-0.001,0,trial 1,
1.7989731609995943,,1.665,162.178,19.5,-0.001,0,trial 1,
1.8026120179856662,,1.665,162.178,19.5,-0.001,0,trial 1,
1.8078669979877304,,1.665,162.178,19.5,-0.001,0,trial 1,
1.8135241080017295,,1.665,162.178,19.5,-0.001,0,trial 1,
1.8179552969813813,,1.665,162.178,19.5,-0.001,0,trial 1,
